UNITNO,EASTING,NORTHING
41-10-004920,411129,551014
43-03-015765,420545,533528
47-15-000731,437116,535361
47-15-000732,437116,535382
47-08-001411,428572,532566
43-05-005860,416300,534669
47-20-003521,425186,533457
41-11-012871,421090,550605
41-11-012872,421117,550620
41-11-011761,417465,554540
41-11-003172,417115,555770
43-05-005869,419392,535391
45-15-008726,440496,541046
45-15-008721,440498,541010
45-15-008722,440454,541017
45-15-008723,440441,541026
45-15-008730,440697,540093
45-15-008731,440697,540134
45-15-008732,440687,540172
45-15-008733,440669,540191
45-15-008734,440663,540170
45-15-008735,440639,540167
45-15-008736,440619,540169
45-15-008737,440600,540172
45-15-008738,440576,540176
45-15-008739,440551,540179
45-15-008740,440651,540181
45-15-008741,440644,540195
45-15-008742,440643,540219
41-10-001189,410753,550620
41-10-001188,410765,550626
41-10-001190,410727,550616
47-10-003531,427581,525001
43-03-005064,421601,528686
43-03-005058,421573,528662
43-03-003236,421442,528667
43-03-003222,421274,528615
44-10-001032,429556,542207
44-02-000353,429686,543113
44-10-001423,429032,542962
44-10-001422,429038,542942
44-10-001418,429023,542922
44-10-001421,429064,542874
44-10-001419,429038,542904
44-10-001420,429049,542892
41-11-005407,416751,552369
41-11-005406,416732,552361
41-11-005405,416742,552341
41-11-005404,416764,552327
41-11-005403,416768,552298
41-10-001091,409740,551774
41-10-005161,411086,551814
41-11-009203,420753,552601
47-04-000686,427299,530359
47-04-000687,427321,530344
47-04-000688,427347,530329
43-07-000357,411500,537282
43-07-000358,411618,537166
43-05-005651,416438,535518
43-03-015770,424153,528854
43-03-015771,424129,528880
43-03-015772,424136,528903
43-03-015773,424186,528915
45-02-001102,441756,543404
45-02-001103,441758,543421
43-03-004169,422009,527928
43-03-007005,422138,527851
43-03-007004,422485,527919
45-05-000368,438360,547438
43-03-005043,421343,528388
42-08-000475,425007,553252
47-10-006164,428443,525056
47-10-006165,428415,525022
41-10-005535,409209,550133
45-18-002703,441833,549432
45-18-003055,441944,549579
45-18-003056,441724,549840
45-02-000688,443193,543861
47-19-002014,423262,526386
47-19-002015,423291,526389
45-13-000035,439698,550016
47-19-002003,423325,526217
47-19-002004,423314,526237
47-19-002005,423297,526328
47-19-002006,423281,526336
47-19-002007,423288,526309
47-19-002031,422425,526118
47-19-002030,422443,526070
47-19-002029,422474,525993
47-19-002028,422465,526016
47-19-002024,422703,526358
47-19-002025,422699,526371
47-19-002026,422672,526386
47-19-002027,422685,526397
45-05-000822,439628,547331
45-05-000705,439760,547453
45-15-000501,438964,541264
45-15-000509,438970,541315
42-10-000149,424038,547962
42-10-000203,424297,547334
42-10-000199,424308,547270
45-05-000870,438132,546853
47-20-002487,426380,533922
47-20-002486,426364,533932
47-20-003151,426157,533871
47-20-003152,426142,533896
47-20-003153,426133,533927
47-20-003154,426132,533937
47-20-003155,426156,533926
47-20-003156,426113,533917
47-20-003157,426136,533888
47-20-003158,426139,533857
47-20-003159,426110,533836
42-00-000389,426236,551109
43-05-001172,419598,534369
43-05-001182,419851,534941
43-03-003103,418461,526399
43-03-004990,418221,526315
43-03-002020,418263,526319
43-03-004991,418246,526342
43-03-004839,418394,526807
42-08-000476,424969,553221
45-08-001314,444369,541417
45-08-001315,444360,541444
45-08-001316,444352,541467
45-08-001317,444345,541489
45-12-008717,442014,540007
45-12-003465,442008,540225
45-12-003466,442029,540226
45-12-003397,442027,540075
45-12-004250,442487,540313
45-12-008718,442233,540316
45-12-003510,442181,540406
41-10-001802,410672,549900
45-12-000076,443566,540294
45-12-000229,443696,540110
45-12-002475,443319,540705
44-06-001683,431875,535227
44-06-001678,431896,535222
44-06-001679,431894,535206
44-06-001680,431887,535190
44-06-001682,431871,535185
43-05-005872,420012,535418
43-05-001706,420113,537118
43-05-002214,416390,535186
43-05-002217,416377,535164
43-05-002218,416359,535180
43-05-002219,416334,535182
43-05-002220,416308,535177
44-07-000351,426765,545675
44-07-000352,426775,545691
44-07-000353,426779,545709
44-07-000354,426758,545721
42-08-008735,423289,553014
42-08-008736,423213,552993
42-08-008737,423163,552962
43-01-000819,386435,538596
47-20-003746,425584,533138
47-20-003747,425607,533143
47-20-003748,425617,533167
47-20-003749,425635,533194
44-05-000437,430391,537934
44-05-000438,430363,537961
44-05-000439,430355,538000
44-05-000440,430389,537864
44-05-000441,430368,537835
44-05-000442,430336,537817
44-05-000443,430306,537802
44-05-000444,430293,537832
44-05-000445,430260,537858
44-05-000446,430255,537898
44-05-000447,430234,537936
45-18-002716,441762,549313
45-18-002717,441738,549310
45-18-002718,441716,549330
45-18-002719,441734,549337
45-18-002720,441767,549354
45-18-002721,441777,549369
45-18-002722,441762,549386
45-18-002723,441737,549366
45-18-002724,441713,549362
45-18-002725,441699,549385
45-18-002726,441729,549397
45-18-002727,441755,549410
45-12-001560,441656,541369
45-12-003069,441562,540798
45-18-002750,441572,549259
45-18-002751,441599,549270
45-18-002752,441626,549284
45-18-003050,441182,549268
45-02-001114,442873,543805
45-02-001111,442884,543357
45-02-001112,442917,543365
45-02-001113,442957,543370
44-04-003441,423540,539851
44-04-001100,423523,539849
47-09-000276,436631,531771
42-00-009800,426910,552013
42-00-009801,426887,552036
42-00-009802,426959,551996
47-10-006080,428540,520964
47-10-006081,428524,520950
47-10-006082,428561,520928
47-10-006083,428593,520904
47-10-006084,428571,520890
47-10-006085,428594,520860
43-03-015743,419681,529033
43-03-015744,419667,529007
43-03-015745,419656,529021
43-03-015746,419644,529006
43-03-015747,419624,528997
43-03-015748,419611,528974
42-00-009785,426696,552341
44-06-001612,432102,535451
44-06-001613,432091,535469
44-06-001614,432087,535491
44-06-001615,432076,535434
44-06-001616,432052,535425
44-06-001617,432030,535427
44-06-001618,432010,535438
44-06-001619,431991,535454
45-12-008706,442194,539818
47-15-000727,437181,535642
47-15-000728,437169,535676
47-15-000729,437196,535681
47-15-000730,437206,535686
45-18-003027,442708,549316
45-18-003028,442684,549316
45-18-003029,442664,549319
43-01-000818,388369,538649
42-00-009581,425978,549918
42-00-009582,425971,549896
42-00-009583,425967,549877
45-12-008660,441316,539570
45-12-008661,441334,539577
45-12-008662,441364,539592
47-13-000650,435950,528924
47-20-003580,424532,532803
44-04-004720,418310,540770
44-04-004721,418304,540797
44-04-004722,418308,540827
44-00-002278,426660,543333
42-00-001677,426485,552230
42-00-001687,426495,552294
42-00-002351,426589,552304
43-03-007011,420823,529856
41-10-008362,410343,552488
41-10-008361,410348,552468
41-10-008360,410363,552448
41-10-008359,410375,552421
41-10-008358,410405,552441
41-10-008357,410406,552427
41-10-008356,410380,552412
41-10-008355,410373,552401
41-10-008354,410355,552389
41-10-008353,410333,552389
45-12-000739,442123,541742
45-12-000741,442181,541783
45-12-000742,442192,541743
43-05-005661,416363,533474
43-05-005662,416375,533452
43-05-005663,416402,533441
43-05-005664,416426,533441
43-05-005665,416445,533423
43-05-005666,416460,533431
43-05-005667,416425,533420
43-05-005668,416429,533393
43-05-005669,416415,533373
43-05-005670,416390,533382
44-07-004371,427475,545543
46-31-000007,408559,513204
46-31-000008,408529,513257
47-10-006738,427179,526141
47-19-003725,423715,525719
47-19-003726,423730,525733
47-19-003727,423736,525758
47-10-004121,426569,525526
41-11-009208,420694,552624
41-11-009209,420672,552606
41-11-009210,420643,552601
41-11-009211,420615,552592
41-11-009212,420603,552577
41-11-009213,420622,552564
41-11-009214,420607,552552
41-11-009215,420594,552590
41-11-009216,420565,552579
41-11-009217,420538,552569
41-11-009218,420522,552553
41-11-009168,420506,552654
41-11-009167,420531,552670
45-12-000991,441709,541912
45-12-000992,441705,541889
45-12-000993,441717,541866
47-15-000499,436701,534093
41-11-007920,419667,551949
41-11-007841,419359,551778
44-17-000677,432185,546402
44-17-000678,432158,546422
44-17-000679,432164,546377
44-17-000680,432137,546398
44-17-000681,432138,546348
44-17-000682,432111,546367
44-17-000683,432117,546319
44-17-000684,432090,546338
44-17-000685,432095,546290
44-17-000686,432070,546307
44-17-000688,432050,546278
44-17-000689,432050,546228
44-17-000690,432025,546245
44-17-000691,432029,546202
44-17-000692,432003,546217
44-17-000693,432008,546172
42-00-003142,427120,551349
42-00-003143,427058,551338
42-00-003144,427031,551340
43-01-000757,399152,539269
43-01-000758,399102,539211
43-01-000759,399106,539157
43-01-000760,399078,539353
43-01-000761,399043,539352
43-01-000762,399287,540631
43-01-000763,399261,540522
43-01-000764,399300,540233
43-01-000765,399334,540218
43-01-000766,399361,540211
43-01-000767,399383,540195
43-01-000768,399415,540151
43-01-000769,399439,540131
47-13-000768,435358,529449
47-13-000769,435331,529450
47-13-000770,435316,529463
47-13-000771,435317,529483
47-13-000772,435318,529508
41-10-001139,410159,551795
42-00-009807,426679,550719
44-13-000778,431558,542377
44-13-000779,431548,542401
45-12-008708,442014,539827
45-12-008709,442040,539648
45-20-000580,437727,539200
45-08-001299,443927,540923
44-04-003443,423548,539837
42-09-000051,425984,547367
45-18-003057,443412,548280
45-02-001129,441554,543425
43-03-015566,419463,527096
42-08-002605,425413,551441
42-08-002606,425412,551416
42-08-002607,425401,551378
42-08-002608,425419,551351
42-08-002609,425451,551326
42-08-002610,425465,551287
42-08-002611,425495,551265
44-00-001512,427405,542861
44-00-001513,427395,542832
47-20-003638,424701,532628
47-20-003639,424709,532606
47-20-003640,424728,532593
47-20-003641,424746,532570
47-20-003642,424811,532589
47-20-003643,424837,532582
47-20-003644,424853,532565
47-20-003645,424866,532584
47-20-003646,424709,532515
45-17-000329,440551,538268
45-17-000330,440542,538293
45-17-000331,440523,538298
45-17-000332,440493,538290
45-17-000333,440467,538292
45-17-000334,440453,538301
45-18-002772,441481,549275
45-18-002773,441503,549287
45-18-002774,441532,549301
45-18-002775,441550,549296
45-18-002776,441561,549314
45-18-002777,441589,549329
45-18-002778,441614,549340
45-18-002779,441637,549352
45-18-002780,441665,549366
44-04-002828,424037,539335
44-04-002829,424057,539351
44-04-002830,424087,539363
44-04-002831,424117,539375
45-12-008666,441947,541085
43-01-000770,399479,540101
43-01-000771,399512,540061
43-01-000772,399323,540142
43-01-000773,399290,540087
43-01-000774,399688,539085
44-01-000380,423097,543211
44-01-000381,423097,543244
42-00-003159,426930,551277
42-00-003160,426933,551254
42-00-003161,426935,551230
42-00-003162,426936,551205
42-00-003163,426939,551179
42-08-002510,425282,551599
42-08-002511,425258,551599
42-08-002512,425225,551585
42-08-002513,425181,551599
42-08-002514,425148,551597
42-08-002515,425112,551598
47-20-001719,425620,534045
41-11-001989,419037,551967
47-20-003562,424469,532561
44-17-000659,432368,546651
44-17-000660,432364,546607
44-17-000661,432341,546624
44-17-000662,432341,546581
44-17-000663,432319,546601
44-17-000664,432319,546560
44-17-000665,432298,546582
44-17-000666,432297,546534
44-17-000667,432272,546556
44-17-000668,432278,546509
44-17-000669,432248,546530
44-17-000670,432258,546485
44-17-000671,432227,546506
44-17-000672,432238,546461
44-17-000673,432204,546477
44-17-000674,432229,546433
44-17-000675,432208,546428
44-17-000676,432181,546449
47-20-003568,425626,533822
44-02-000385,429675,542874
47-08-001407,430219,532018
41-10-004564,410603,551059
41-10-004570,410661,551085
41-10-004574,410670,551067
41-10-004569,410653,551108
41-11-005625,416960,552015
41-11-005558,416800,552005
42-00-000816,426238,550357
45-10-000730,445834,539379
44-12-000352,433325,542193
44-17-000055,431910,546215
45-18-003021,441604,549834
45-12-000994,441736,541843
44-19-000343,423470,545858
44-19-000344,423477,545883
44-19-000345,423469,545912
44-19-000346,423486,545925
44-19-000347,423494,545937
44-19-000348,423511,545926
44-19-000349,423528,545928
44-04-004201,424925,540034
44-04-004202,424949,540019
44-04-004203,424971,540007
45-22-000469,438265,544903
45-12-002214,442588,541846
44-02-000053,430403,544505
44-02-000054,430425,544539
44-02-000055,430443,544314
44-02-000056,430417,544283
44-02-000057,430351,544321
44-02-000058,430347,544287
45-05-000861,438129,546997
45-05-000862,438126,546969
45-05-000863,438104,546944
45-05-000864,438103,546909
45-05-000865,438095,546880
45-05-000866,438112,546895
45-05-000867,438144,546903
45-05-000868,438164,546912
42-05-000311,430697,550304
42-05-000312,430755,550385
45-12-000708,442340,541756
45-12-000709,442332,541792
47-20-003780,425356,533499
45-12-000710,442318,541828
45-12-000711,442295,541893
45-12-000712,442355,541655
45-12-000713,442315,541656
45-12-000714,442275,541655
45-12-000715,442287,541723
45-12-000716,442298,541786
45-12-000717,442279,541844
45-12-000718,442220,541727
45-12-000339,443332,540760
45-12-000340,443301,540694
45-12-000338,443457,540834
45-12-000337,443430,541098
45-12-000335,442823,541756
45-12-000334,442760,541774
45-12-000332,442753,541946
44-12-000432,434360,540913
44-12-000433,434333,540909
42-07-000720,425047,554432
45-08-001300,444242,541483
41-10-003718,411186,550602
47-10-006057,427796,524326
47-10-006058,427798,524368
47-10-006059,427796,524391
47-10-006060,427795,524414
44-10-000887,429389,542316
44-10-000888,429377,542291
44-10-000889,429387,542265
44-10-000890,429388,542246
44-10-000891,429415,542255
44-10-000892,429376,542237
44-10-000893,429402,542340
44-10-000894,429414,542353
44-10-000895,429419,542373
44-10-000896,429422,542332
42-12-000501,423619,553145
42-12-000502,423582,553145
42-12-000503,423545,553143
42-12-000504,423513,553142
42-12-000505,423481,553143
42-12-000506,423449,553141
42-08-002546,423943,551387
42-08-002547,423899,551393
42-08-002548,423857,551398
44-01-000410,423124,543555
44-01-000411,423127,543537
44-01-000412,423154,543598
44-01-000413,423194,543578
44-01-000414,423199,543550
44-01-000415,423198,543529
46-35-000175,405014,515883
43-05-005600,418152,533198
47-10-006086,426325,525601
47-10-006087,426346,525622
47-10-006088,426362,525644
47-10-006089,426378,525665
47-10-006090,426417,525708
47-10-006091,426437,525730
47-10-006092,427415,524826
47-10-006093,427386,524864
41-10-008290,411177,553666
43-05-005620,415127,531251
41-10-000438,411886,552999
41-11-008138,419509,552366
